;Item;Patrimônio;Sit. Física;Valor de Aquisição;Valor Bruto Atual;Descrição
;155;00006463;BOM;1435,25;1435,25;"MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: TIPO SPLIT, CAPACIDADE 12.000 BTUS. - MARCA: SPRINGER - MODELO: SILENTIA - SERIE: S2906B92329
"
;156;00006464;INSERVÍVEL;1435,25;1435,25;"MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: TIPO SPLIT, CAPACIDADE 12.000 BTUS. - MARCA: SPRINGER - MODELO: SILENTIA - SERIE: S2906B92397
"
;157;00006468;INSERVÍVEL;408,42;408,42;"APARELHO DE FAX - DESCRICAO: - PAPEL PLANO - MARCA: BROTHER - MODELO: FAX-575 - SERIE: B6K957759
"
;158;00006496;INSERVÍVEL;84;84;"CADEIRA FIXA EM TECIDO - DESCRICAO: NA COR AZUL MARINHO - MARCA: SUL BASES - MODELO: ANATÔMICA
"
;159;00006500;INSERVÍVEL;223;223;"POLTRONA FIXA EM TECIDO SOBRE LONGARINA - DESCRICAO: NA COR AZUL MARINHO
"
;160;00006503;INSERVÍVEL;223;223;"POLTRONA FIXA EM TECIDO SOBRE LONGARINA - DESCRICAO: NA COR AZUL MARINHO
"
;161;00006536;INSERVÍVEL;728,06;72,81;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS - MARCA: AOC - SERIE: T7P71904926
"
;162;00006541;INSERVÍVEL;728,06;72,81;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS - MARCA: AOC - SERIE: T7CP71A902516
"
;163;00006545;INSERVÍVEL;728,06;72,81;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS - MARCA: AOC - MODELO: LM722 - SERIE: T7CP71A904800
"
;164;00006548;INSERVÍVEL;728,06;72,81;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS - MARCA: AOC - MODELO: LM722 - SERIE: T7CP71A904641
"
;165;00006550;INSERVÍVEL;728,06;72,81;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS - MARCA: AOC - MODELO: LM722 - SERIE: T7CP71A902841
"
;166;00006551;INSERVÍVEL;728,06;72,81;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS - MARCA: AOC - MODELO: LM722 - SERIE: T7CP71A904492
"
;167;00006576;INSERVÍVEL;2400;2400;"NO BREAK . - DESCRICAO: 3KVA/ 1.8 KW PARA RACK 19 - MARCA: APC - MODELO: SURTA 3000XL - SERIE: JS0646014603
"
;168;00006579;INSERVÍVEL;2400;2400;"NO BREAK . - DESCRICAO: 3KVA/ 1.8 KW PARA RACK 19 - MARCA: APC - MODELO: SURTA 3000XL - SERIE: JS0646014605
"
;169;00006581;INSERVÍVEL;394;394;"RECEPTOR DE MICROFONE - DESCRICAO: SISTEMA WIRELESS MICROPHONE SYSTEM - MARCA: KARSECT - MODELO: KRU-302 - SERIE: KRU302070306577
"
;170;00006583;INSERVÍVEL;350;350;"CAIXA ACUSTICA - DESCRICAO: DE 75 W. - MARCA: FRAHM - MODELO: PS 500
"
;171;00006584;INSERVÍVEL;350;350;"CAIXA ACUSTICA - DESCRICAO: DE 75 W. - MARCA: FRAHM - MODELO: PS 500
"
;172;00006595;INSERVÍVEL;1248;1248;"ESTAÇÃO DE TRABALHO C/ UM MÓDULO - TIPO SECRETÁRIO - DESCRICAO: MEDINDO 135 X 135 X 060 X 060 X 074CM - MARCA: MOBRAN - MODELO: SECRETÁRIO
"
;173;00006652;INSERVÍVEL;1150;1150;"ARMARIO ALTO - C/ DUAS PORTAS DE CORRER - DESCRICAO: MEDINDO 090CM DE LARG., 050CM DE PROF. E 163CM DE ALTURA - MARCA: MOBRAN - MODELO: PADRÃO
"
;174;00006810;INSERVÍVEL;150;150;"MICROFONE SEM FIO - DESCRICAO: SISTEMA WIRELESS MICROPHONE SYSTEM - MARCA: KARSECT - MODELO: KST-5U - SERIE: KST5U070306577/1
"
;175;00006811;INSERVÍVEL;150;150;"MICROFONE SEM FIO - DESCRICAO: SISTEMA WIRELESS MICROPHONE SYSTEM - MARCA: KARSECT - MODELO: KST-5U - SERIE: KST5U070306577/2
"
;176;00006814;INSERVÍVEL;880;880;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 7.2 MEGA PIXELS, COM ZOOM ÓPTICO 3X E MONITOR DE LCD DE 2.0 - MARCA: SONY - MODELO: CYBER-SHOT DSC-S650 - SERIE: S01-0248275-E
"
;177;00006815;INSERVÍVEL;880;880;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 7.2 MEGA PIXELS, COM ZOOM ÓPTICO 3X E MONITOR DE LCD DE 2.0 - MARCA: SONY - MODELO: CYBER-SHOT DSC-S650 - SERIE: S01-024874-E
"
;178;00006834;INSERVÍVEL;1289;1289;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: DE 21.000 BETUS - MARCA: GREE - MODELO: GJ21 - SERIE: 143347000894
"
;179;00006837;INSERVÍVEL;1289;1289;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: DE 21.000 BETUS - MARCA: GREE - MODELO: GJ21 - SERIE: 1433460002395
"
;180;00006844;INSERVÍVEL;2437,6;2437,6;"MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: DE 30.000 BTÚS. CONDENSADORA    SÉRIE-471965 - MARCA: HITACHI - MODELO: SPLIT - SERIE: 150013
"
;181;00006851;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;182;00006852;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;183;00006854;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;184;00006855;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;185;00006856;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;186;00006857;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;187;00006858;INSERVÍVEL;775;775;"BANCADA DE TRABALHO . - DESCRICAO: EM MADEIRA C/ ESTRUTURA EM AÇO MEDINDO 3 METROS NA COR BRANCA COM 16 TOMADAS FEMEAS
"
;188;00006967;INSERVÍVEL;229;229;"CINZEIRO LIXEIRA - DESCRICAO: INOX MEDINDO 0,30 CM DIAMETRO X 0,70 CM ALTURA . - MARCA: MITRA
"
;189;00006968;INSERVÍVEL;229;229;"CINZEIRO LIXEIRA - DESCRICAO: INOX MEDINDO 0,30 CM DIAMETRO X 0,70 CM ALTURA . - MARCA: MITRA
"
;190;00006976;INSERVÍVEL;789;789;"BANCADA DE TRABALHO . - DESCRICAO: PARA SUPORTE DE URNAS ELETRÔNICAS
"
;191;00006979;INSERVÍVEL;789;789;"BANCADA DE TRABALHO . - DESCRICAO: PARA SUPORTE DE URNAS ELETRÔNICAS
"
;192;00006984;INSERVÍVEL;789;789;"BANCADA DE TRABALHO . - DESCRICAO: PARA SUPORTE DE URNAS ELETRÔNICAS
"
;193;00007044;INSERVÍVEL;564;112,8;"HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE - DESCRICAO: SEM FIO 2.4 GHZ - MARCA: PLANTRONICS - MODELO: CT 12 - SERIE: 74052541
"
;194;00007045;INSERVÍVEL;564;112,8;"HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE - DESCRICAO: SEM FIO 2.4 GHZ - MARCA: PLANTRONICS - MODELO: CT 12 - SERIE: 74052987
"
;195;00007046;INSERVÍVEL;564;112,8;"HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE - DESCRICAO: SEM FIO 2.4 GHZ - MARCA: PLANTRONICS - MODELO: CT 12 - SERIE: 74054438
"
;196;00007052;INSERVÍVEL;600;120;"APARELHO DE FAX - DESCRICAO: PAPEL A4 - MARCA: BROTHER - MODELO: FAX-575 - SERIE: U61361L7K900370
"
;197;00007053;INSERVÍVEL;151,8;151,8;"DVD PLAYER - DESCRICAO: COM CONTROLE - MARCA: CCE - MODELO: 700USX - SERIE: JMC3688FGTNI00GBA
"
;198;00007073;INSERVÍVEL;1500;150;"MESA DIGITAL - DESCRICAO: DE 6X8 - MARCA: WACUM - MODELO: GTE-650 - SERIE: 71P000714
"
;199;00007079;INSERVÍVEL;1289;1289;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 21.000 BTU´S, TENSÃO 220 V - MARCA: GREE - SERIE: 1433460002386
"
;200;00007097;INSERVÍVEL;2245;2245;"PROJETOR MULTIMIDIA - DESCRICAO: RESOLUÇÃO NATIVA XGA (1024 X 768) - MARCA: EPSON - MODELO: EMP-X5 - SERIE: JX8F822302L
"
;201;00007102;INSERVÍVEL;248,16;24,82;"SCANNER DE MESA - DESCRICAO: FOTOGRÁFICO SCANJET - MARCA: HP - MODELO: G2710 - SERIE: CN82PA52RW
"
;202;00007103;INSERVÍVEL;248,16;24,82;"SCANNER DE MESA - DESCRICAO: FOTOGRÁFICO SCANJET - MARCA: HP - MODELO: G2710 - SERIE: CN82RA53SY
"
;203;00007115;INSERVÍVEL;90;18;"HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE - MARCA: MELCOM - MODELO: ST-P101A - SERIE: 2007048812
"
;204;00007160;INSERVÍVEL;274;27,4;"MODEM . - DESCRICAO: EXTERNO 56K - MARCA: TRELLIS - MODELO: M56K - SERIE: 773559-8
"
;205;00007185;INSERVÍVEL;264,62;264,62;"POLTRONA GIRATORIA EM COURVIM - DESCRICAO: TIPO DIRETOR, COM BRAÇOS, ESPALDAR MÉDIO
"
;206;00007187;INSERVÍVEL;239,04;239,04;"POLTRONA GIRATORIA EM COURVIM - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA
"
;207;00007191;INSERVÍVEL;239,04;239,04;"POLTRONA GIRATORIA EM COURVIM - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA
"
;208;00007192;INSERVÍVEL;239,04;239,04;"POLTRONA GIRATORIA EM COURVIM - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA
"
;209;00007194;INSERVÍVEL;239,04;239,04;"POLTRONA GIRATORIA EM COURVIM - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA
"
;210;00007215;INSERVÍVEL;564,99;564,99;"ARMÁRIO ALTO EXECUTIVO  - C/ DUAS PORTAS DE CORRER - DESCRICAO: MEDINDO 90X50X163 - MARCA: ADATTARE - MODELO: ADATTARE
"
;211;00007246;INSERVÍVEL;5140,56;5140,56;"BALCAO DE ATENDIMENTO - EM MDF SOB MEDIDA - DESCRICAO: BALCÃO DE ATENDIMENTO - MARCA: MOBILE - MODELO: MOBILE
"
;212;00007248;INSERVÍVEL;100;100;"SUPORTE SUPORTE PARA CPU - DESCRICAO: SUPORTE PARA CPU - MARCA: MOBILE - MODELO: MOBILE
"
;213;00007249;INSERVÍVEL;100;100;"SUPORTE SUPORTE PARA CPU - DESCRICAO: SUPORTE PARA CPU - MARCA: MOBILE - MODELO: MOBILE
"
;214;00007265;INSERVÍVEL;2375,99;2375,99;"MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 30.000 BTUS - MARCA: ELECTROLUX - SERIE: 80614403
"
;215;00007272;INSERVÍVEL;379,9;40,75;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 8.1 MEGAPIXELS, ZOOM ÓPTICO 3X, LCD 2,4"" . - MARCA: SAMSUNG - MODELO: S860 - SERIE: A07DC90Q703666D
"
;216;00007273;INSERVÍVEL;379,9;40,75;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 8.1 MEGAPIXELS, ZOOM ÓPTICO 3X, LCD 2,4"" . - MARCA: SAMSUNG - MODELO: S860 - SERIE: A08AC90Q709728T
"
;217;00007275;INSERVÍVEL;379,9;40,75;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 8.1 MEGAPIXELS, ZOOM ÓPTICO 3X, LCD 2,4"" . - MARCA: SAMSUNG - MODELO: S860 - SERIE: A08AC90Q707618R
"
;218;00007277;INSERVÍVEL;379,9;40,75;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 8.1 MEGAPIXELS, ZOOM ÓPTICO 3X, LCD 2,4"" . - MARCA: SAMSUNG - MODELO: S860 - SERIE: A07DC90Q703386E
"
;219;00007279;INSERVÍVEL;379,9;40,75;"CÂMERA FOTOGRÁFICA DIGITAL - DESCRICAO: 8.1 MEGAPIXELS, ZOOM ÓPTICO 3X, LCD 2,4"" . - MARCA: SAMSUNG - MODELO: S860 - SERIE: A08AC90Q709696L
"
;220;00007296;INSERVÍVEL;1029,99;1029,99;"MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: MINI-CENTRAL DE AR CONDICIONADO SPLIT, 12.000 BTUS KOS 12 FC-G2B - MARCA: KOMECO - MODELO: SPLIT - SERIE: C101001240907A121206
"
;221;00007346;INSERVÍVEL;586;66,8;"NO BREAK . - DESCRICAO: 1.4 KVA. - MARCA: SMS - MODELO: NET4+ - SERIE: 272510008730
"
;222;00007393;INSERVÍVEL;1918,4;191,84;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E6750 (2.66 GHZ), 2 GB DE MEMÓRIA RAM , DISCO RÍGIDO 160GB. - MARCA: LENOVO - MODELO: THINKCENTRE M57P - SERIE: L1AK2RD
"
;223;00007394;INSERVÍVEL;1918,4;191,84;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E6750 (2.66 GHZ), 2 GB DE MEMÓRIA RAM , DISCO RÍGIDO 160GB. - MARCA: LENOVO - MODELO: THINKCENTRE M57P - SERIE: L1AK0YT
"
;224;00007399;INSERVÍVEL;1918,4;191,84;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E6750 (2.66 GHZ), 2 GB DE MEMÓRIA RAM , DISCO RÍGIDO 160GB. - MARCA: LENOVO - MODELO: THINKCENTRE M57P - SERIE: L1AK0ZH
"
;225;00007402;INSERVÍVEL;1918,4;191,84;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E6750 (2.66 GHZ), 2 GB DE MEMÓRIA RAM , DISCO RÍGIDO 160GB. - MARCA: LENOVO - MODELO: THINKCENTRE M57P - SERIE: L1AK3GB
"
;226;00007420;INSERVÍVEL;434,98;43,5;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: SVGA, 17 POLEGADAS. - MARCA: AOC - MODELO: 718SWAG-1 - SERIE: K3085CA002890
"
;227;00007429;INSERVÍVEL;434,98;43,5;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: SVGA, 17 POLEGADAS. - MARCA: AOC - MODELO: 177SA-1 - SERIE: 98676CA000010
"
;228;00007433;INSERVÍVEL;434,98;43,5;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: SVGA, 17 POLEGADAS. - MARCA: AOC - MODELO: 177SA-1 - SERIE: 98676CA001657
"
;229;00007454;INSERVÍVEL;249;28,34;"CALCULADORA  ELETRONICA - DESCRICAO: DE MESA COM VISOR E IMPRESSORA. - MARCA: ELGIN - SERIE: 8000362
"
;230;00007488;INSERVÍVEL;1301,56;130,16;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO, 2GB RAM, HD 160 GB, DVD/RW. - MARCA: LENOVO - MODELO: 6073BA4 - SERIE: L1AC2ZF
"
