ITEM,ZONA,DESCRIÇÃO DO DOCUMENTO,DT-INICIO,DT-FIM,GUARDA,UNID. TEMPO,DESTINAÇÃO,QUANTIDADE,CONSERVAÇÃO,DESCRICAO,DT_PROC,EVENTO
688,9,Oficio n. 017/CE,,2014,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
689,9,Oficio n. 018/CE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
690,9,Ofício n. 019/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
691,9,Oficio n. 020/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
692,9,Oficio n. 021/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
693,9,Oficio n. 022/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
694,9,Oficio n. 023/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
695,9,Oficio n. 024/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
696,9,Oficio n. 025/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
697,9,Oficio n. 026/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
698,9,Oficio n. 027/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
699,9,Oficio n.028/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
700,9,Oficio n. 029/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
701,9,Oficio n. 030/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
702,9,Oficio n. 031/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
703,9,Oficio n. 032/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
704,9,Oficio n. 033/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
705,9,Oficio n. 034/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
706,9,Oficio n. 035/CE,,2014,2,ano,Eliminação,14,Bom,Outro,30/05/2022,484647
707,9,Oficio n. 036/CE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
708,9,Oficio n. 037/CE,,2014,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
709,9,Oficio n. 038/CE,,2014,2,ano,Eliminação,12,Bom,Outro,30/05/2022,484647
710,9,OFÍCIO N. 40 /2014,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
711,9,Oficio n. 041/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
712,9,OF/ 41/2014/ ECAFS,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
713,9,Oficio n. 042/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
714,9,OFICIO N. 052 /CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
715,9,OFÍCIO N. 053 /CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
716,9,OFICIO N. 054 /CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
717,9,OFÍCIO N. 055 /CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
718,9,OFÍCIO N. 056 /CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
719,9,OFÍCIO N. 057 /CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
720,9,OFICIO N. 058 /CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
721,9,Oficio n. 059/CE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
722,9,Oficio n. 060/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
723,9,Oficio n. 061/CE,,2014,2,ano,Eliminação,7,Bom,Outro,30/05/2022,484647
724,9,Ofício n. 063/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
725,9,Ofício n. 064/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
726,9,Oficio n. 065/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
727,9,Oficio n. 066/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
728,9,Oficio n. 076/2014,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
729,9,Oficio n. 078/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
730,9,Oficio n. 079/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
731,9,Oficio n. 080/ CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
732,9,Oficio n. 081/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
733,9,Oficio n. 082/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
734,9,Oficio n. 083/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
735,9,Oficio n. 084/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
736,9,Oficio n. 087/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
737,9,Oficio n. 088/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
738,9,Oficio n. 089/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
739,9,Oficio n. 090/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
740,9,Oficio n. 091/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
741,9,Oficio n. 092/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
742,9,Oficio n. 093/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
743,9,Oficio n. 094/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
744,9,Oficio n. 095/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
745,9,Oficio n. 096/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
746,9,Oficio n. 098/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
747,9,Oficio n. 099/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
748,9,OFÍCIO N. 100/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
749,9,Oficio n. 101/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
750,9,Oficio n. 102/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
751,9,Oficio n. 103/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
752,9,Oficio n. 104/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
753,9,Oficio n. 105/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
754,9,Oficio n. 106/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
755,9,Oficio n. 107/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
756,9,Oficio n. 108/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
757,9,Oficio n. 109/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
758,9,Ofício n. 110/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
759,9,Oficio n. 111/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
760,9,Oficio n. 112/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
761,9,Oficio n. 113/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
762,9,OFÍCIO N. 114/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
763,9,OFÍCIO N. 115/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
764,9,Oficio n. 119/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
765,9,Oficio n. 121/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
766,9,Oficio n. 123/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
767,9,OFÍCIO N. 124 /CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
768,9,Oficio n. 125/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
769,9,Oficio n. 126/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
770,9,Oficio n. 127CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
771,9,Oficio n. 128/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
772,9,Oficio n. 129/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
773,9,Oficio n. 130/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
774,9,Oficio n. 131/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
775,9,Oficio n. 132/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
776,9,OFÍCIO N. 134/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
777,9,Oficio n. 135/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
778,9,OFÍCIO N. 136/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
779,9,OFÍCIO N. I37/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
780,9,OFÍCIO N. 139/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
781,9,Oficio n. 140/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
782,9,Oficio n. 141/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
783,9,Oficio n. 143/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
784,9,Oficio n. 144/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
785,9,Oficio n. 145/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
786,9,Oficio n. 146/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
787,9,Oficio n. 147/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
788,9,Oficio n. 148/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
789,9,Oficio n. 149/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
790,9,Oficio n. 150/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
791,9,Oficio n. 151/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
792,9,Oficio n. 152/CE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
793,9,Oficio n.153/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
794,9,OF/GAPRE N 174/2014,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
795,9,OFÍCIO N. 27/JE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
796,9,Oficio n. 001/GABJU,,2014,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
797,9,Oficio n.002/CE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
798,9,Ofício n. 005/ GABJU,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
799,9,Oficio Conjunto n. 05/Gabju/JE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
800,9,Oficio n. 006/GABJU,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
801,9,Oficio n. 006/GABJU,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
802,9,Oficio n. 07/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
803,9,Oficio n. 08/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
804,9,Oficio n. .09/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
805,9,Oficio n. 009/GABJU,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
806,9,Oficio n. 010/GABJU,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
807,9,Oficio n. 010/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
808,9,Oficio n. 011/GABJU,,2014,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
809,9,Oficio n. 011/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
810,9,Oficio n. 12/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
811,9,Oficio n. 012/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
812,9,Oficio n. 013/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
813,9,Oficio n. 13/GABJU,,2012,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
814,9,Oficio n. 014/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
815,9,Oficio n. 14/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
816,9,Oficio n. 015/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
817,9,Oficio n. 15/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
818,9,Oficio n. 016/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
819,9,Oficio n. 16/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
820,9,Oficio n. 017/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
821,9,Oficio n. 17/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
822,9,Oficio n. 018/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
823,9,Oficio n. 18/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
824,9,Oficio n. 019/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
825,9,OFÍCIO N. 19/JE,,2014,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
826,9,Oficio n. 020/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
827,9,Oficio n. 20/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
828,9,Oficio n. 021/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
829,9,Oficio n. 21/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
830,9,Oficio n. 022/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
831,9,Oficio n. 22/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
832,9,Oficio n. 023/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
833,9,Oficio n. 024/GABJU,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
834,9,Oficio n. 025/GABJU,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
835,9,Oficio n. 025/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
836,9,Oficio n. 026/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
837,9,Oficio n. 027/GABJU,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
838,9,OFÍCIO N.*27/JE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
839,9,.OFÍCIO N. 28/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
840,9,Oficio n. 29/Gabju/9aJE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
841,9,OFÍCIO N.30/JE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
842,9,OFÍCIO/N 31/JETZ/2014,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
843,9,Oficio n. 33/GABJU,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
844,9,Oficio n. 35/GABJU,,2013,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
845,9,OFÍCIO N. 35,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
846,9,Oficio n. 36/GABJU,,2013,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
847,9,Oficio n. 36/ Gabju/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
848,9,OFÍCIO N. 36/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
849,9,Oficio n. 37/ Gabju/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
850,9,OFÍCIO N. 39/Gabju/9ªZE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
851,9,OFÍCIO N. 40/Gabju/9ªZE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
852,9,Oficio n. 41 /Gabju/JE,,2014,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
853,9,Oficio n. 42 /Gabju/JE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
854,9,Ofício n. 49 /Gabju/JE,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
855,9,OFÍCIO N.50/GABJU/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
856,9,OFÍCIO N.51/GABJU/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
857,9,OFÍCIO N.52/GABJU/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
858,9,Oficio n. 53/Gabju/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
859,9,Oficio n. 54/ Gabju/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
860,9,Oficio n. 55/Gabju/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
861,9,OFÍCIO N. 56/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
862,9,OFÍCIO N. 57/JE,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
863,9,Oficio n. 058/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
864,9,Oficio n. 059/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
865,9,Oficio n. 060/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
866,9,Oficio n. 061/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
867,9,Ofício n. 062/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
868,9,Oficio n. 063/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
869,9,OFÍCIO N. 65/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
870,9,Oficio n. 068/GABJU,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
871,9,Oficio n. 069/GABJU,,2014,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
872,9,Oficio n. 71/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
873,9,Oficio n. 72/GABJU,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
874,9,Oficio n. 077/GABJU,,2012,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
875,9,Oficio n. 080/GABJU,,2012,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
876,9,PORTARIA N. 001/2015,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
877,9,PORTARIA N.001/2015,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
878,9,PORTARIA n. 02/2015,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
879,9,Oficio 238 - GABJU,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
880,9,OFICIO-SEAD N. 01/2015,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
881,9,OF/COMISSÃO ELEITORAL/R10 BRANCO n 002/2015,,2014,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
882,9,OFfiCIO N. 003/JE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
883,9,Oficio N04 /2015,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
884,9,Adm./Of n 04,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
885,9,Adm/Of n 05,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
886,9,Adm/Of n 06,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
887,9,Adm/Of n 07,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
888,9,Adm./Of n 07,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
889,9,Adm./Of n 10,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
890,9,Oficio n. 027/2015 — SEJUD,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
891,9,Oficio n. 45/G.AFRES,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
892,9,OFICIO/SEPLAN/DP/N 066 /2015,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
893,9,Oficio n. 113/GAPRES,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
894,9,Oficio n. 141/GAPRES,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
895,9,OFICIO N. 290 GAB-ADJISEE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
896,9,OFICIO N. 483 GAB-ADJ1SEE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
897,9,Oficio n 1113/2015/SGA/GABIN — (ADA 08-15-0007714),,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
898,9,Oficio n. 052/2015 — SEJUD,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
899,9,Oficio n 230 / 2015 - PRESI/GAPRES,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
900,9,Oficio n001600/2015/PGFN/PFN/AC,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
901,9,OF/CE/4aZE/AC/N 139,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
902,9,OFICIO CMDCA/BUJARI N 009/2015,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
903,9,OF/DMB n 001/15,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
904,9,Oficio sobre doações acima do limite legal na campanha eleitoral 2014,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
905,9,Certidão - Justiça Eleitoral/6885,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
906,9,OF/GABPREF/N 489,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
907,9,OFÍCIO N 003/PEZ9a,,2015,2,ano,Eliminação,8,Bom,Outro,30/05/2022,484647
908,9,Oficio n. 34/CE,,2015,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
909,9,Oficio n. 035/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
910,9,Oficio n. 035/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
911,9,OFÍCIO N. 36/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
912,9,Oficio n.036/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
913,9,Oficio n. 037/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
914,9,Oficio n. 38/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
915,9,Oficio n. 39/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
916,9,Oficio n. 40/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
917,9,Oficio n. 41/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
918,9,OFÍCIO N. 42/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
919,9,OFÍCIO N. 43/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
920,9,OFÍCIO N. 44/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
921,9,OFÍCIO N. 45/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
922,9,OFICIO N. 046/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
923,9,Oficio N 48/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
924,9,Oficio N 49/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
925,9,OFICIO N. 052/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
926,9,Oficio n. 053/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
927,9,Oficio n. 54/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
928,9,Oficio n. 55/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
929,9,OFICIO N. 056/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
930,9,OFÍCIO N. 057/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
931,9,OFÍCIO N. 58/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
932,9,OFÍCIO N. 59/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
933,9,Oficio n. 60/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
934,9,OFÍCIO N. 61/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
935,9,Oficio n. 62/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
936,9,Oficio n. 62/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
937,9,Oficio n. 63/CE,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
938,9,Oficio n. 64/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
939,9,Oficio n. 065/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
940,9,Oficio n. 66/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
941,9,Oficio n. 67/CE,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
942,9,OFÍCIO n. 68— CRE,,2015,2,ano,Eliminação,9,Bom,Outro,30/05/2022,484647
943,9,Oficio n. 70/CE,,2015,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
944,9,Oficio n. 84/GAPRES,,2015,2,ano,Eliminação,8,Bom,Outro,30/05/2022,484647
945,9,Oficio n. 173/GAR,,2015,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
946,9,Oficio n1694/2015/GAB/DENATRAN,,2015,2,ano,Eliminação,8,Bom,Outro,30/05/2022,484647
947,9,OFICIO/SATEC/DRF/N 006/2015,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
948,9,OFICIO/SATEC/DRF/N 011/2015,,2015,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
